student_id,campus,class_year,course_name,training_format,pre_test_score,post_test_score,completion_status,completion_time_days,satisfaction_score,assessment_attempts,training_hours,enrollment_date,completion_date
60446,Community Health Institute,M2,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,51.7,,In Progress,,3.0,2,2.6,2025-10-18,
60446,Community Health Institute,M2,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,60.5,,In Progress,,2.7,2,1.9,2025-10-06,
60446,Community Health Institute,M2,Peer Mentorship & Clinical Team Communication,Blended,67.2,92.3,Completed,12,4.1,2,6.6,2025-06-06,2025-06-18
60447,Meridian Main Campus,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,60.2,,In Progress,,3.1,2,3.9,2025-03-07,
60447,Meridian Main Campus,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,52.8,60.0,Completed,18,2.6,2,4.8,2025-01-28,2025-02-15
60447,Meridian Main Campus,M3,Trauma-Informed Care & Communication,Digital Workbook,44.6,50.2,Completed,14,3.7,2,4.8,2025-10-10,2025-10-24
60447,Meridian Main Campus,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,54.9,69.4,Completed,3,4.7,1,1.2,2025-06-28,2025-07-01
60447,Meridian Main Campus,M3,Empathic Communication Quick Course,Gamified Microlearning,50.0,68.5,Completed,7,4.9,2,1.5,2025-06-16,2025-06-23
60447,Meridian Main Campus,M3,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,70.1,77.9,Completed,11,4.5,2,3.4,2025-07-05,2025-07-16
60447,Meridian Main Campus,M3,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,65.3,80.8,Completed,11,4.1,1,3.7,2025-09-20,2025-10-01
60448,Riverside Teaching Hospital,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,45.9,54.0,Completed,14,3.4,1,5.6,2025-04-02,2025-04-16
60448,Riverside Teaching Hospital,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,56.4,65.7,Completed,17,2.8,2,5.8,2025-09-27,2025-10-14
60448,Riverside Teaching Hospital,M2,Trauma-Informed Care & Communication,Digital Workbook,43.6,,Dropped,,2.3,2,1.0,2025-01-14,
60448,Riverside Teaching Hospital,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,67.3,78.2,Completed,1,4.5,1,1.2,2025-04-24,2025-04-25
60448,Riverside Teaching Hospital,M2,Empathic Communication Quick Course,Gamified Microlearning,60.4,82.3,Completed,4,4.4,1,1.4,2025-05-07,2025-05-11
60448,Riverside Teaching Hospital,M2,Peer Mentorship & Clinical Team Communication,Blended,75.2,98.5,Completed,25,3.9,1,5.5,2025-07-22,2025-08-16
60448,Riverside Teaching Hospital,M2,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,41.1,63.5,Completed,17,4.3,1,4.8,2025-08-17,2025-09-03
60449,Community Health Institute,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,64.9,68.5,Completed,10,3.1,3,7.5,2025-08-02,2025-08-12
60449,Community Health Institute,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,20.0,,Dropped,,1.7,2,1.6,2025-03-14,
60449,Community Health Institute,M1,Trauma-Informed Care & Communication,Digital Workbook,43.4,43.5,Completed,16,3.1,2,4.1,2025-03-06,2025-03-22
60449,Community Health Institute,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,50.5,66.4,Completed,2,5.0,3,1.1,2025-01-11,2025-01-13
60449,Community Health Institute,M1,Empathic Communication Quick Course,Gamified Microlearning,48.6,64.6,Completed,3,4.5,2,1.7,2025-05-08,2025-05-11
60449,Community Health Institute,M1,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,47.8,58.3,Completed,11,3.4,2,2.9,2025-10-01,2025-10-12
60449,Community Health Institute,M1,Motivational Interviewing Workshop,Blended,52.0,57.1,Completed,8,3.7,1,2.1,2025-07-31,2025-08-08
60450,Riverside Teaching Hospital,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,41.5,,In Progress,,1.9,2,3.0,2025-01-29,
60450,Riverside Teaching Hospital,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,55.8,66.0,Completed,20,3.3,1,6.1,2025-05-12,2025-06-01
60450,Riverside Teaching Hospital,M1,Trauma-Informed Care & Communication,Digital Workbook,58.6,,In Progress,,1.9,1,3.1,2025-03-28,
60450,Riverside Teaching Hospital,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,44.4,61.7,Completed,2,4.2,1,1.0,2025-07-14,2025-07-16
60450,Riverside Teaching Hospital,M1,Empathic Communication Quick Course,Gamified Microlearning,70.3,,Dropped,,2.7,1,0.5,2025-02-20,
60450,Riverside Teaching Hospital,M1,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,67.5,,In Progress,,3.0,1,1.5,2025-02-13,
60450,Riverside Teaching Hospital,M1,Motivational Interviewing Workshop,Blended,64.9,78.7,Completed,10,4.4,2,2.2,2025-07-23,2025-08-02
60451,University Health Partners,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,80.0,91.8,Completed,4,3.9,2,6.7,2025-10-06,2025-10-10
60451,University Health Partners,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,77.0,,Not Started,,,0,0.0,2025-08-28,
60451,University Health Partners,M4,Trauma-Informed Care & Communication,Digital Workbook,68.5,84.2,Completed,22,2.8,1,5.5,2025-04-20,2025-05-12
60451,University Health Partners,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,69.3,88.1,Completed,3,3.6,1,1.0,2025-10-21,2025-10-24
60451,University Health Partners,M4,Empathic Communication Quick Course,Gamified Microlearning,61.0,74.7,Completed,5,4.2,1,1.4,2025-07-04,2025-07-09
60451,University Health Partners,M4,Motivational Interviewing Workshop,Blended,56.1,76.7,Completed,9,3.8,2,2.3,2025-07-30,2025-08-08
60451,University Health Partners,M4,Peer Mentorship & Clinical Team Communication,Blended,75.3,96.4,Completed,21,4.2,2,6.6,2025-07-03,2025-07-24
60452,Community Health Institute,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,60.8,,In Progress,,3.3,2,3.3,2025-02-09,
60452,Community Health Institute,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,46.7,,Not Started,,,0,0.0,2025-09-03,
60452,Community Health Institute,M2,Trauma-Informed Care & Communication,Digital Workbook,51.5,58.1,Completed,1,3.5,1,3.9,2025-11-04,2025-11-05
60452,Community Health Institute,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,41.9,56.7,Completed,3,3.9,1,0.9,2025-07-12,2025-07-15
60452,Community Health Institute,M2,Empathic Communication Quick Course,Gamified Microlearning,36.3,53.9,Completed,4,4.4,2,1.9,2025-09-29,2025-10-03
60452,Community Health Institute,M2,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,43.2,43.4,Completed,13,4.4,2,4.9,2025-02-21,2025-03-06
60452,Community Health Institute,M2,Peer Mentorship & Clinical Team Communication,Blended,54.1,71.7,Completed,7,4.7,3,7.7,2025-07-11,2025-07-18
60453,Meridian Main Campus,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,54.1,59.6,Completed,21,3.1,1,5.2,2025-05-20,2025-06-10
60453,Meridian Main Campus,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,68.5,70.8,Completed,15,3.4,1,4.9,2025-02-04,2025-02-19
60453,Meridian Main Campus,M3,Trauma-Informed Care & Communication,Digital Workbook,50.6,56.2,Completed,16,3.0,1,4.3,2025-04-24,2025-05-10
60453,Meridian Main Campus,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,63.0,80.6,Completed,3,4.3,1,1.0,2025-08-23,2025-08-26
60453,Meridian Main Campus,M3,Empathic Communication Quick Course,Gamified Microlearning,55.1,72.8,Completed,1,4.4,2,1.3,2025-04-07,2025-04-08
60453,Meridian Main Campus,M3,Motivational Interviewing Workshop,Blended,57.5,79.5,Completed,3,4.3,2,2.8,2025-06-21,2025-06-24
60454,Meridian Main Campus,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,59.8,69.5,Completed,10,3.4,1,7.4,2025-10-05,2025-10-15
60454,Meridian Main Campus,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,35.0,,Dropped,,2.1,1,1.8,2025-01-16,
60454,Meridian Main Campus,M2,Trauma-Informed Care & Communication,Digital Workbook,75.3,81.3,Completed,15,3.5,1,4.8,2025-11-12,2025-11-27
60454,Meridian Main Campus,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,74.1,91.7,Completed,4,4.5,2,1.2,2025-01-26,2025-01-30
60454,Meridian Main Campus,M2,Empathic Communication Quick Course,Gamified Microlearning,52.2,67.8,Completed,5,4.9,1,1.4,2025-05-23,2025-05-28
60454,Meridian Main Campus,M2,Motivational Interviewing Workshop,Blended,55.7,69.8,Completed,11,4.1,1,3.1,2025-02-15,2025-02-26
60454,Meridian Main Campus,M2,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,58.2,66.6,Completed,16,3.7,2,4.5,2025-03-07,2025-03-23
60454,Meridian Main Campus,M2,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,53.5,,Not Started,,,0,0.0,2025-05-06,
60455,Meridian Main Campus,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,64.1,,Not Started,,,0,0.0,2025-09-06,
60455,Meridian Main Campus,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,76.5,84.3,Completed,21,3.2,3,5.6,2025-08-07,2025-08-28
60455,Meridian Main Campus,M1,Trauma-Informed Care & Communication,Digital Workbook,82.5,85.8,Completed,20,3.4,3,5.8,2025-07-28,2025-08-17
60455,Meridian Main Campus,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,75.2,93.4,Completed,3,4.7,1,1.1,2025-09-20,2025-09-23
60455,Meridian Main Campus,M1,Empathic Communication Quick Course,Gamified Microlearning,63.6,84.8,Completed,2,4.9,1,1.6,2025-08-14,2025-08-16
60455,Meridian Main Campus,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,45.2,56.8,Completed,11,3.7,1,3.5,2025-01-25,2025-02-05
60455,Meridian Main Campus,M1,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,56.6,64.9,Completed,9,3.8,1,3.6,2025-01-10,2025-01-19
60456,Meridian Main Campus,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,54.6,,Dropped,,1.4,1,1.1,2025-09-05,
60456,Meridian Main Campus,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,56.1,,In Progress,,2.4,1,2.7,2025-10-02,
60456,Meridian Main Campus,M2,Trauma-Informed Care & Communication,Digital Workbook,61.7,65.6,Completed,20,3.3,1,4.7,2025-07-14,2025-08-03
60456,Meridian Main Campus,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,76.4,96.7,Completed,2,4.1,2,1.3,2025-01-12,2025-01-14
60456,Meridian Main Campus,M2,Empathic Communication Quick Course,Gamified Microlearning,76.8,97.5,Completed,4,5.0,1,1.4,2025-07-04,2025-07-08
60456,Meridian Main Campus,M2,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,47.8,,In Progress,,3.9,1,1.2,2025-03-11,
60456,Meridian Main Campus,M2,Peer Mentorship & Clinical Team Communication,Blended,55.2,76.8,Completed,16,3.9,1,6.9,2025-02-13,2025-03-01
60457,Community Health Institute,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,76.5,81.0,Completed,22,2.9,2,5.1,2025-03-22,2025-04-13
60457,Community Health Institute,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,62.7,63.9,Completed,17,2.5,2,6.6,2025-04-04,2025-04-21
60457,Community Health Institute,M1,Trauma-Informed Care & Communication,Digital Workbook,63.1,77.4,Completed,11,3.8,2,5.2,2025-02-06,2025-02-17
60457,Community Health Institute,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,73.5,94.3,Completed,3,4.2,1,1.0,2025-05-15,2025-05-18
60457,Community Health Institute,M1,Empathic Communication Quick Course,Gamified Microlearning,71.1,93.8,Completed,6,3.7,1,1.3,2025-11-14,2025-11-20
60457,Community Health Institute,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,71.5,94.0,Completed,4,3.9,2,2.7,2025-06-04,2025-06-08
60457,Community Health Institute,M1,Peer Mentorship & Clinical Team Communication,Blended,75.1,,Not Started,,,0,0.0,2025-10-25,
60458,Lakeside Medical Center,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,44.8,49.2,Completed,21,3.4,2,6.5,2025-08-04,2025-08-25
60458,Lakeside Medical Center,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,55.1,,In Progress,,2.0,3,3.0,2025-02-19,
60458,Lakeside Medical Center,M2,Trauma-Informed Care & Communication,Digital Workbook,68.2,68.5,Completed,19,3.5,2,5.8,2025-01-29,2025-02-17
60458,Lakeside Medical Center,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,51.0,63.4,Completed,2,4.4,2,0.9,2025-11-06,2025-11-08
60458,Lakeside Medical Center,M2,Empathic Communication Quick Course,Gamified Microlearning,60.5,79.4,Completed,5,4.7,3,1.5,2025-11-14,2025-11-19
60458,Lakeside Medical Center,M2,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,42.2,53.0,Completed,15,3.7,2,3.9,2025-10-07,2025-10-22
60458,Lakeside Medical Center,M2,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,56.0,74.8,Completed,8,4.4,1,3.8,2025-02-09,2025-02-17
60458,Lakeside Medical Center,M2,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,57.3,73.5,Completed,19,4.2,2,4.1,2025-08-16,2025-09-04
60459,Lakeside Medical Center,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,71.5,,In Progress,,2.2,3,3.1,2025-07-07,
60459,Lakeside Medical Center,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,67.9,81.0,Completed,29,2.7,2,5.8,2025-01-18,2025-02-16
60459,Lakeside Medical Center,M1,Trauma-Informed Care & Communication,Digital Workbook,32.4,,In Progress,,2.9,1,3.0,2025-11-12,
60459,Lakeside Medical Center,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,81.8,93.8,Completed,1,4.8,2,1.1,2025-05-26,2025-05-27
60459,Lakeside Medical Center,M1,Empathic Communication Quick Course,Gamified Microlearning,76.1,97.6,Completed,3,4.2,2,1.4,2025-06-24,2025-06-27
60459,Lakeside Medical Center,M1,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,54.3,71.4,Completed,18,4.5,1,3.7,2025-08-13,2025-08-31
60459,Lakeside Medical Center,M1,Motivational Interviewing Workshop,Blended,68.5,91.3,Completed,10,4.2,2,2.4,2025-09-03,2025-09-13
60459,Lakeside Medical Center,M1,Peer Mentorship & Clinical Team Communication,Blended,59.5,87.6,Completed,20,4.2,1,7.2,2025-05-18,2025-06-07
60460,Meridian Main Campus,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,64.2,67.2,Completed,17,3.1,2,6.6,2025-02-27,2025-03-16
60460,Meridian Main Campus,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,41.2,,Not Started,,,0,0.0,2025-01-12,
60460,Meridian Main Campus,M4,Trauma-Informed Care & Communication,Digital Workbook,50.8,53.0,Completed,14,2.8,3,4.0,2025-08-31,2025-09-14
60460,Meridian Main Campus,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,62.5,76.2,Completed,1,4.8,1,1.2,2025-01-14,2025-01-15
60460,Meridian Main Campus,M4,Empathic Communication Quick Course,Gamified Microlearning,57.1,71.8,Completed,5,4.3,1,1.5,2025-04-04,2025-04-09
60460,Meridian Main Campus,M4,Peer Mentorship & Clinical Team Communication,Blended,36.2,47.2,Completed,5,4.4,2,7.0,2025-05-21,2025-05-26
60460,Meridian Main Campus,M4,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,59.4,64.6,Completed,10,4.5,1,4.4,2025-10-30,2025-11-09
60461,Community Health Institute,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,50.7,51.3,Completed,11,3.1,2,5.2,2025-08-16,2025-08-27
60461,Community Health Institute,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,50.2,,Dropped,,1.0,4,1.0,2025-03-16,
60461,Community Health Institute,M2,Trauma-Informed Care & Communication,Digital Workbook,53.4,57.0,Completed,16,3.1,2,5.7,2025-03-12,2025-03-28
60461,Community Health Institute,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,53.3,68.9,Completed,3,4.3,3,1.2,2025-03-19,2025-03-22
60461,Community Health Institute,M2,Empathic Communication Quick Course,Gamified Microlearning,42.0,60.4,Completed,5,4.8,2,1.5,2025-05-27,2025-06-01
60461,Community Health Institute,M2,Peer Mentorship & Clinical Team Communication,Blended,50.6,62.7,Completed,17,4.5,3,5.3,2025-03-22,2025-04-08
60461,Community Health Institute,M2,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,49.5,59.3,Completed,9,3.5,2,3.9,2025-06-02,2025-06-11
60461,Community Health Institute,M2,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,43.9,56.7,Completed,11,3.2,2,3.3,2025-10-01,2025-10-12
60462,Riverside Teaching Hospital,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,85.5,,Not Started,,,0,0.0,2025-07-07,
60462,Riverside Teaching Hospital,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,57.5,65.7,Completed,11,3.2,2,5.1,2025-10-05,2025-10-16
60462,Riverside Teaching Hospital,M2,Trauma-Informed Care & Communication,Digital Workbook,53.9,,Not Started,,,0,0.0,2025-08-09,
60462,Riverside Teaching Hospital,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,52.7,66.1,Completed,3,4.4,1,1.3,2025-11-14,2025-11-17
60462,Riverside Teaching Hospital,M2,Empathic Communication Quick Course,Gamified Microlearning,66.9,85.9,Completed,5,4.4,1,1.9,2025-03-17,2025-03-22
60462,Riverside Teaching Hospital,M2,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,64.1,82.5,Completed,16,4.5,2,3.8,2025-03-03,2025-03-19
60462,Riverside Teaching Hospital,M2,Peer Mentorship & Clinical Team Communication,Blended,60.0,,Not Started,,,0,0.0,2025-08-18,
60463,University Health Partners,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,62.7,76.6,Completed,28,3.0,2,6.2,2025-05-16,2025-06-13
60463,University Health Partners,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,54.3,58.8,Completed,17,3.8,2,6.3,2025-03-05,2025-03-22
60463,University Health Partners,M1,Trauma-Informed Care & Communication,Digital Workbook,71.1,71.7,Completed,13,3.0,1,4.5,2025-02-16,2025-03-01
60463,University Health Partners,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,47.4,68.5,Completed,1,4.7,1,1.1,2025-07-24,2025-07-25
60463,University Health Partners,M1,Empathic Communication Quick Course,Gamified Microlearning,78.6,100.0,Completed,6,4.4,2,1.4,2025-01-25,2025-01-31
60463,University Health Partners,M1,Motivational Interviewing Workshop,Blended,51.1,70.0,Completed,13,4.7,2,3.1,2025-01-06,2025-01-19
60464,Community Health Institute,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,73.0,86.6,Completed,15,3.4,2,5.4,2025-02-07,2025-02-22
60464,Community Health Institute,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,70.2,,Not Started,,,0,0.0,2025-01-11,
60464,Community Health Institute,M1,Trauma-Informed Care & Communication,Digital Workbook,64.5,70.7,Completed,14,2.8,2,4.3,2025-09-23,2025-10-07
60464,Community Health Institute,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,56.7,73.7,Completed,2,4.3,2,0.9,2025-01-20,2025-01-22
60464,Community Health Institute,M1,Empathic Communication Quick Course,Gamified Microlearning,66.5,85.9,Completed,3,4.4,1,1.8,2025-11-07,2025-11-10
60464,Community Health Institute,M1,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,63.6,76.6,Completed,24,3.9,1,3.8,2025-02-13,2025-03-09
60464,Community Health Institute,M1,Peer Mentorship & Clinical Team Communication,Blended,44.8,62.0,Completed,23,4.4,2,7.1,2025-04-04,2025-04-27
